Date,id,Type,Source,Amount,Fee,Net,Currency,Created (UTC),Available On (UTC),reason (metadata),amount (metadata),fromOurPlatform (metadata),note (metadata),invoiceId (metadata),storeId (metadata),domain (metadata),discount (metadata),freeShip (metadata),link (metadata),item (metadata),shippingFee (metadata),subTotal (metadata),tax (metadata),storeName (metadata),JournalType,StoreName,PartnerCode,ComCode,BankAccoutNumber
2025-12-31,txn_3SkE9LK3ZXYJSkRp0ZqNrW2x,charge,ch_3SkE9LK3ZXYJSkRp0RgmiGM2,34.98,1.59,33.39,usd,2025-12-31 01:24:00,2026-01-06 00:00:00,,34.98,,,HUJGB-301225-L6PGH,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkEVhK3ZXYJSkRp1xXzj59w,charge,ch_3SkEVhK3ZXYJSkRp1sZ8k6f5,56.98,2.41,54.57,usd,2025-12-31 01:47:00,2026-01-06 00:00:00,,56.98,,,IQ1N5-301225-RQ3H0,,,3,4.99,-https://wrboorsh.com/anxieety,"[{""name"":""Anxiety Bookshelf | Shake Away Your Anxiety - Yellow"",""quantity"":1,""unitAmount"":29.99},{""name"":""Anxiety Bookshelf | Shake Away Your Anxiety - Purple"",""quantity"":1,""unitAmount"":29.99}]",4.99,59.98,0,FFT HBA,STRIPE_RECEIPT_CUSTOMER,HBA,,ZENIROXPAY,
2025-12-31,txn_3SkFuVK3ZXYJSkRp0gGdW0VD,charge,ch_3SkFuVK3ZXYJSkRp082dW33b,46.94,2.04,44.9,usd,2025-12-31 03:17:00,2026-01-06 00:00:00,,46.94,,,09P6U-301225-XN6VI,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Premium (4.06 oz)/Buy 1, Get 1 FREE"",""quantity"":1,""unitAmount"":39.95}]",6.99,39.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkIrrK3ZXYJSkRp0Ay0E0TW,charge,ch_3SkIrrK3ZXYJSkRp0mCsCw8M,34.98,1.59,33.39,usd,2025-12-31 06:26:00,2026-01-06 00:00:00,,34.98,,,HUJGB-301225-GFQNL,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkJq7K3ZXYJSkRp1vOrPUEO,charge,ch_3SkJq7K3ZXYJSkRp1J1r85TI,34.98,1.59,33.39,usd,2025-12-31 07:29:00,2026-01-06 00:00:00,,34.98,,,HUJGB-301225-DWNG4,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkMl8K3ZXYJSkRp03vkyASO,charge,ch_3SkMl8K3ZXYJSkRp0cIwTpLP,44.94,1.96,42.98,usd,2025-12-31 10:36:00,2026-01-06 00:00:00,,44.94,,,09P6U-311225-TZ4TR,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Standard (4.06 oz)/Buy 1, Get 1 FREE"",""quantity"":1,""unitAmount"":37.95}]",6.99,37.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkNFzK3ZXYJSkRp1TWpQahO,charge,ch_3SkNFzK3ZXYJSkRp1cT0h9bt,34.98,1.59,33.39,usd,2025-12-31 11:08:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-TCF5P,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkNRGK3ZXYJSkRp1RB7jtDe,charge,ch_3SkNRGK3ZXYJSkRp1IBwwIKH,46.94,2.04,44.9,usd,2025-12-31 11:19:00,2026-01-06 00:00:00,,46.94,,,09P6U-311225-JD1BG,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Premium (4.06 oz)/Buy 1, Get 1 FREE"",""quantity"":1,""unitAmount"":39.95}]",6.99,39.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkNV3K3ZXYJSkRp0CZftgkK,charge,ch_3SkNV3K3ZXYJSkRp0ExchDV5,34.98,1.59,33.39,usd,2025-12-31 11:23:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-SYRU2,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkOLgK3ZXYJSkRp1WSQDnAw,charge,ch_3SkOLgK3ZXYJSkRp1UVW7qJQ,34.98,1.59,33.39,usd,2025-12-31 12:17:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-G5JLJ,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkOUNK3ZXYJSkRp0YSOdeR8,charge,ch_3SkOUNK3ZXYJSkRp00HSFJvn,34.98,1.59,33.39,usd,2025-12-31 12:26:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-B9AIF,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkOWhK3ZXYJSkRp1WZBOOP0,charge,ch_3SkOWhK3ZXYJSkRp1kcqi5JT,34.98,1.59,33.39,usd,2025-12-31 12:29:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-UD57Y,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkOYUK3ZXYJSkRp1AKP1RjJ,charge,ch_3SkOYUK3ZXYJSkRp1se0vvBt,34.98,1.59,33.39,usd,2025-12-31 12:31:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-TOFIZ,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkOvNK3ZXYJSkRp0O0WTvj3,charge,ch_3SkOvNK3ZXYJSkRp0FzKRjYQ,34.98,1.59,33.39,usd,2025-12-31 12:54:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-CV5GH,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkPK3K3ZXYJSkRp1nSwG5OF,charge,ch_3SkPK3K3ZXYJSkRp1l0NT1yD,34.98,1.59,33.39,usd,2025-12-31 13:20:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-JOQQB,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkPRqK3ZXYJSkRp0ZXMI3U3,charge,ch_3SkPRqK3ZXYJSkRp0O0Xqan6,64.98,2.7,62.28,usd,2025-12-31 13:28:00,2026-01-06 00:00:00,,64.98,,,HUJGB-311225-KQAEX,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 3 AirFlow Jaw Strap SAVE 20% OFF - ONLY DAY"",""quantity"":1,""unitAmount"":59.99}]",4.99,59.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkPZuK3ZXYJSkRp0AF5nmoG,charge,ch_3SkPZuK3ZXYJSkRp0eiCxMe2,34.98,1.59,33.39,usd,2025-12-31 13:36:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-AYQL5,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkPtbK3ZXYJSkRp0mPANbbp,charge,ch_3SkPtbK3ZXYJSkRp0bD4T9Tx,34.98,1.59,33.39,usd,2025-12-31 13:57:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-0TRIY,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkQ6SK3ZXYJSkRp0M7clX8s,charge,ch_3SkQ6SK3ZXYJSkRp0zU3Wksj,34.98,1.59,33.39,usd,2025-12-31 14:10:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-9R1MJ,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkQ6gK3ZXYJSkRp0pEakNLE,charge,ch_3SkQ6gK3ZXYJSkRp0BhuZEpb,46.94,2.04,44.9,usd,2025-12-31 14:10:00,2026-01-06 00:00:00,,46.94,,,09P6U-311225-HBI2A,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Premium (4.06 oz)/Buy 1, Get 1 FREE"",""quantity"":1,""unitAmount"":39.95}]",6.99,39.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkQRYK3ZXYJSkRp0dWznkJ5,charge,ch_3SkQRYK3ZXYJSkRp0tHYrjjP,56.94,2.41,54.53,usd,2025-12-31 14:32:00,2026-01-06 00:00:00,,56.94,,,09P6U-311225-LQ3D3,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Standard (4.06 oz)/Buy 2, Get 2 FREE (+ Bonus Mop Pad)"",""quantity"":1,""unitAmount"":49.95}]",6.99,49.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_1SkQz8K3ZXYJSkRpwvngCmPu,adjustment,du_1SkQyuK3ZXYJSkRp2ZvuX5hH,-34.98,15,-49.98,usd,2025-12-31 15:06:00,2025-12-31 15:06:00,,,,,,,,,,,,,,,,STRIPE_ADJUSTMENT,,,ZENIROXPAY,
2025-12-31,txn_3SkSe8K3ZXYJSkRp1VCL8UB7,charge,ch_3SkSe8K3ZXYJSkRp1Cqgm2oZ,56.94,2.41,54.53,usd,2025-12-31 16:53:00,2026-01-06 00:00:00,,56.94,,,09P6U-311225-0NU4M,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Standard (4.06 oz)/Buy 2, Get 2 FREE (+ Bonus Mop Pad)"",""quantity"":1,""unitAmount"":49.95}]",6.99,49.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkUpsK3ZXYJSkRp1VQdeLEJ,charge,ch_3SkUpsK3ZXYJSkRp1aLLueQh,46.94,2.04,44.9,usd,2025-12-31 19:13:00,2026-01-06 00:00:00,,46.94,,,09P6U-311225-9N2SP,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Premium (4.06 oz)/Buy 1, Get 1 FREE"",""quantity"":1,""unitAmount"":39.95}]",6.99,39.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2025-12-31,txn_3SkVIQK3ZXYJSkRp11bmrP4O,charge,ch_3SkVIQK3ZXYJSkRp1g9sfIaz,50.98,2.19,48.79,usd,2025-12-31 19:43:00,2026-01-06 00:00:00,,50.98,,,HUJGB-311225-S3IF3,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 2 AirFlow Jaw Strap SAVE 10% OFF - ONLY DAY"",""quantity"":1,""unitAmount"":45.99}]",4.99,45.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkXlRK3ZXYJSkRp0DxReqPo,charge,ch_3SkXlRK3ZXYJSkRp0xwl8ExM,50.98,2.19,48.79,usd,2025-12-31 22:21:00,2026-01-06 00:00:00,,50.98,,,HUJGB-311225-921N9,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 2 AirFlow Jaw Strap SAVE 10% OFF - ONLY DAY"",""quantity"":1,""unitAmount"":45.99}]",4.99,45.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkXuyK3ZXYJSkRp1affr2Rd,charge,ch_3SkXuyK3ZXYJSkRp1STupagC,34.98,1.59,33.39,usd,2025-12-31 22:31:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-E7T60,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkYHVK3ZXYJSkRp0XOBQgSy,charge,ch_3SkYHVK3ZXYJSkRp0Vyk4Po9,34.98,1.59,33.39,usd,2025-12-31 22:54:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-OBM36,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkYOdK3ZXYJSkRp0zUXOMPb,charge,ch_3SkYOdK3ZXYJSkRp0U7pK37x,34.98,1.59,33.39,usd,2025-12-31 23:01:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-CSUGG,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2025-12-31,txn_3SkYP4K3ZXYJSkRp1yzEzSRX,charge,ch_3SkYP4K3ZXYJSkRp19OjxGLd,34.98,1.59,33.39,usd,2025-12-31 23:02:00,2026-01-06 00:00:00,,34.98,,,HUJGB-311225-6ZGQK,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkZpDK3ZXYJSkRp1P99HBCK,charge,ch_3SkZpDK3ZXYJSkRp1QB4V6JF,34.98,1.59,33.39,usd,2026-01-01 00:33:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-P48I5,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkaR2K3ZXYJSkRp0jXOzl06,charge,ch_3SkaR2K3ZXYJSkRp0ANQ6OIW,50.98,2.19,48.79,usd,2026-01-01 01:12:00,2026-01-07 00:00:00,,50.98,,,HUJGB-311225-TXFUS,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 2 AirFlow Jaw Strap SAVE 10% OFF - ONLY DAY"",""quantity"":1,""unitAmount"":45.99}]",4.99,45.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkaX5K3ZXYJSkRp1Q65Ljkg,charge,ch_3SkaX5K3ZXYJSkRp1d5a9yV1,34.98,1.59,33.39,usd,2026-01-01 01:18:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-7LWQS,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3Skac0K3ZXYJSkRp15trUlEw,charge,ch_3Skac0K3ZXYJSkRp1nKfv9sC,34.98,1.59,33.39,usd,2026-01-01 01:23:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-N2WBP,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkalsK3ZXYJSkRp1mcDceck,charge,ch_3SkalsK3ZXYJSkRp1KTNjcBx,34.98,1.59,33.39,usd,2026-01-01 01:33:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-T1V59,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3Skaq1K3ZXYJSkRp0BVGswOk,charge,ch_3Skaq1K3ZXYJSkRp0XRDmjrG,34.98,1.59,33.39,usd,2026-01-01 01:38:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-MXI6Z,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkbirK3ZXYJSkRp0bZbm4kk,charge,ch_3SkbirK3ZXYJSkRp0wMgnrSB,96.97,3.89,93.08,usd,2026-01-01 02:34:00,2026-01-07 00:00:00,,96.97,,,HUJGB-311225-ESD9K,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 2 AirFlow Jaw Strap SAVE 10% OFF - ONLY DAY"",""quantity"":2,""unitAmount"":45.99}]",4.99,91.98,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkcEuK3ZXYJSkRp19dcYXxS,charge,ch_3SkcEuK3ZXYJSkRp1W40opxS,34.98,1.59,33.39,usd,2026-01-01 03:07:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-0DWEH,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkcV6K3ZXYJSkRp16o06fmv,charge,ch_3SkcV6K3ZXYJSkRp1KIwhDGs,60.94,2.55,58.39,usd,2026-01-01 03:24:00,2026-01-07 00:00:00,,60.94,,,09P6U-311225-3XNNT,,,,,-https://blyne.velorasignature.com/blyne-hardwood-floor-restorer-polish,"[{""name"":""Blyne Floor Restorer & Polish. - Premium (4.06 oz)/Buy 2, Get 2 FREE (+ Bonus Mop Pad)"",""quantity"":1,""unitAmount"":53.95}]",6.99,53.95,0,Lausan,STRIPE_RECEIPT_CUSTOMER,Vicbea,,ZENIROXPAY,
2026-01-01,txn_3SkcVuK3ZXYJSkRp1CO6iTef,charge,ch_3SkcVuK3ZXYJSkRp1LbmUXaX,34.98,1.59,33.39,usd,2026-01-01 03:25:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-CXFSA,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkcWwK3ZXYJSkRp16ya2PB6,charge,ch_3SkcWwK3ZXYJSkRp1Roj77bc,34.98,1.59,33.39,usd,2026-01-01 03:26:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-J1G08,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkcZyK3ZXYJSkRp0oJor2U6,charge,ch_3SkcZyK3ZXYJSkRp0n6raB07,34.98,1.59,33.39,usd,2026-01-01 03:29:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-WC00J,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkceIK3ZXYJSkRp0O7SsP1e,charge,ch_3SkceIK3ZXYJSkRp0OMeizq6,34.98,1.59,33.39,usd,2026-01-01 03:34:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-IJJF8,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkcqrK3ZXYJSkRp0EJwBWyX,charge,ch_3SkcqrK3ZXYJSkRp0YJzIOkR,34.98,1.59,33.39,usd,2026-01-01 03:47:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-8P8NW,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkdEZK3ZXYJSkRp0cRbsxUY,charge,ch_3SkdEZK3ZXYJSkRp04vcqDJK,50.98,2.19,48.79,usd,2026-01-01 04:11:00,2026-01-07 00:00:00,,50.98,,,HUJGB-311225-LS1IL,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 2 AirFlow Jaw Strap SAVE 10% OFF - ONLY DAY"",""quantity"":1,""unitAmount"":45.99}]",4.99,45.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3SkdOVK3ZXYJSkRp0ACbCRRD,charge,ch_3SkdOVK3ZXYJSkRp056JcEAm,34.98,1.59,33.39,usd,2026-01-01 04:21:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-IFQBY,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3Skdw8K3ZXYJSkRp0hcNu3V1,charge,ch_3Skdw8K3ZXYJSkRp0Z8RUqPq,34.98,1.59,33.39,usd,2026-01-01 04:56:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-JF7X2,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
2026-01-01,txn_3Skdz1K3ZXYJSkRp1ZvjCuHV,charge,ch_3Skdz1K3ZXYJSkRp1veGwHuF,34.98,1.59,33.39,usd,2026-01-01 04:59:00,2026-01-07 00:00:00,,34.98,,,HUJGB-311225-R7C7N,,,,,-https://kotort.com/jaw-strap,"[{""name"":""Last Day SALE 60% OFFAirFlow Jaw Strap - Get 1 AirFlow Jaw Strap"",""quantity"":1,""unitAmount"":29.99}]",4.99,29.99,0,WAZ,STRIPE_RECEIPT_CUSTOMER,WAZ,,ZENIROXPAY,
